Percentage served,Time in ms
0,2.940
1,5.115
2,5.890
3,6.374
4,6.598
5,7.035
6,7.268
7,7.836
8,8.421
9,9.085
10,9.670
11,10.797
12,11.326
13,12.321
14,12.654
15,13.216
16,13.643
17,13.932
18,14.377
19,14.621
20,15.541
21,16.617
22,17.777
23,18.837
24,19.533
25,20.013
26,20.416
27,20.763
28,21.106
29,21.354
30,21.610
31,22.229
32,22.731
33,23.322
34,23.593
35,24.387
36,25.560
37,26.699
38,27.355
39,28.116
40,29.055
41,29.553
42,30.131
43,30.649
44,30.990
45,31.754
46,32.456
47,33.191
48,34.145
49,34.599
50,35.343
51,35.818
52,36.318
53,37.029
54,38.336
55,39.000
56,40.676
57,41.367
58,41.924
59,42.721
60,43.541
61,44.290
62,44.964
63,45.875
64,46.956
65,48.139
66,48.987
67,49.498
68,50.728
69,52.061
70,53.624
71,54.585
72,55.360
73,57.686
74,59.110
75,61.683
76,62.991
77,65.003
78,67.533
79,70.389
80,72.508
81,74.738
82,77.073
83,80.107
84,83.855
85,89.255
86,97.780
87,106.603
88,121.272
89,163.336
90,333.935
91,360.146
92,379.326
93,384.629
94,398.524
95,411.523
96,428.619
97,432.108
98,458.627
99,505.871
100,571.403
