Percentage served,Time in ms
0,3.409
1,4.459
2,4.995
3,5.405
4,5.704
5,6.068
6,6.442
7,7.203
8,7.649
9,8.295
10,9.400
11,10.395
12,11.290
13,12.003
14,12.551
15,13.084
16,13.410
17,13.843
18,14.222
19,14.622
20,15.241
21,16.259
22,17.253
23,18.305
24,19.725
25,20.105
26,20.657
27,21.074
28,21.316
29,21.861
30,22.166
31,22.642
32,23.498
33,24.489
34,25.017
35,25.582
36,26.321
37,27.156
38,27.837
39,28.246
40,28.861
41,29.499
42,29.892
43,30.401
44,30.912
45,31.465
46,32.257
47,32.921
48,33.791
49,34.399
50,35.200
51,35.608
52,36.044
53,36.695
54,37.574
55,38.227
56,39.151
57,40.011
58,41.325
59,42.116
60,42.833
61,44.171
62,44.852
63,45.847
64,46.678
65,48.027
66,49.522
67,50.595
68,52.040
69,53.266
70,53.940
71,55.482
72,56.820
73,58.100
74,59.200
75,60.712
76,63.397
77,65.786
78,68.306
79,70.962
80,72.472
81,74.624
82,77.358
83,80.126
84,82.950
85,86.589
86,91.849
87,96.507
88,105.300
89,123.726
90,324.025
91,367.162
92,377.091
93,389.688
94,400.226
95,406.899
96,416.012
97,429.482
98,447.178
99,474.452
100,551.862
