Percentage served,Time in ms
0,3.085
1,5.101
2,5.371
3,5.757
4,5.988
5,6.270
6,6.848
7,7.260
8,7.482
9,7.868
10,8.555
11,10.325
12,11.857
13,12.297
14,12.708
15,13.223
16,13.489
17,13.778
18,14.084
19,14.613
20,14.993
21,15.363
22,16.306
23,17.145
24,18.128
25,18.618
26,19.450
27,19.863
28,20.290
29,20.661
30,21.341
31,21.785
32,22.067
33,22.334
34,22.963
35,23.482
36,24.181
37,24.704
38,26.112
39,27.012
40,27.546
41,28.157
42,28.652
43,29.095
44,29.829
45,30.682
46,31.546
47,32.272
48,33.231
49,33.497
50,34.382
51,35.117
52,36.098
53,36.703
54,37.446
55,37.950
56,38.552
57,39.327
58,40.170
59,41.163
60,42.274
61,42.878
62,43.553
63,44.855
64,45.731
65,46.593
66,47.857
67,49.200
68,50.676
69,51.698
70,52.587
71,54.260
72,56.161
73,57.966
74,59.061
75,60.005
76,61.808
77,63.573
78,65.783
79,66.563
80,68.499
81,70.395
82,76.721
83,80.196
84,82.677
85,86.030
86,92.932
87,98.845
88,104.770
89,115.130
90,323.494
91,351.154
92,377.011
93,391.314
94,408.892
95,417.273
96,427.612
97,443.523
98,466.727
99,506.121
100,563.493
