Percentage served,Time in ms
0,3.431
1,4.813
2,5.508
3,5.851
4,6.285
5,6.627
6,6.928
7,7.191
8,7.401
9,7.922
10,8.540
11,9.764
12,10.776
13,11.895
14,12.352
15,12.888
16,13.270
17,13.538
18,13.953
19,14.304
20,14.842
21,15.339
22,15.815
23,16.633
24,17.620
25,18.616
26,19.608
27,20.134
28,20.587
29,20.947
30,21.215
31,21.377
32,21.746
33,22.158
34,22.495
35,22.874
36,23.295
37,23.810
38,24.607
39,26.175
40,26.775
41,27.574
42,28.109
43,29.015
44,29.938
45,30.583
46,31.839
47,32.847
48,33.553
49,34.237
50,34.676
51,35.369
52,35.881
53,36.579
54,37.319
55,38.139
56,38.950
57,39.788
58,41.585
59,42.565
60,43.179
61,44.278
62,45.082
63,46.551
64,47.358
65,49.055
66,50.248
67,51.159
68,52.667
69,53.138
70,54.413
71,55.379
72,56.610
73,57.973
74,59.454
75,60.628
76,62.517
77,64.618
78,67.958
79,69.366
80,71.746
81,74.059
82,75.493
83,79.858
84,83.916
85,88.457
86,93.877
87,103.291
88,113.815
89,127.932
90,321.274
91,344.967
92,370.144
93,385.324
94,403.158
95,412.100
96,427.227
97,438.700
98,456.269
99,473.250
100,598.423
