Percentage served,Time in ms
0,3.082
1,4.786
2,5.156
3,5.694
4,5.909
5,6.265
6,6.590
7,7.003
8,7.397
9,8.385
10,9.700
11,11.101
12,11.849
13,12.155
14,12.911
15,13.400
16,13.633
17,13.919
18,14.324
19,14.612
20,15.142
21,15.765
22,16.364
23,17.266
24,18.306
25,19.076
26,19.535
27,20.045
28,20.517
29,21.214
30,21.679
31,21.973
32,22.337
33,22.686
34,23.094
35,23.727
36,24.333
37,25.873
38,27.006
39,27.908
40,28.263
41,28.618
42,29.238
43,29.651
44,30.059
45,30.754
46,31.155
47,32.391
48,33.925
49,34.765
50,35.639
51,36.001
52,36.986
53,37.525
54,38.063
55,38.765
56,39.770
57,40.922
58,41.915
59,42.704
60,43.705
61,44.591
62,45.505
63,46.560
64,47.209
65,48.458
66,49.430
67,50.406
68,51.713
69,52.754
70,54.051
71,55.383
72,56.620
73,57.658
74,58.310
75,60.375
76,62.095
77,63.450
78,64.680
79,66.361
80,68.679
81,71.144
82,76.317
83,77.833
84,83.228
85,87.949
86,93.507
87,99.992
88,110.563
89,123.764
90,346.373
91,364.666
92,375.313
93,389.546
94,399.757
95,409.731
96,421.941
97,433.184
98,447.626
99,487.539
100,544.662
