Percentage served,Time in ms
0,2.772
1,2.799
2,2.818
3,2.831
4,2.846
5,2.860
6,2.866
7,2.879
8,2.909
9,2.953
10,3.005
11,3.027
12,3.047
13,3.069
14,3.095
15,3.119
16,3.147
17,3.186
18,3.239
19,3.298
20,3.332
21,3.365
22,3.402
23,3.454
24,3.503
25,3.526
26,3.546
27,3.569
28,3.585
29,3.598
30,3.605
31,3.625
32,3.647
33,3.685
34,3.751
35,3.800
36,3.819
37,3.840
38,3.875
39,3.915
40,3.944
41,3.979
42,4.034
43,4.164
44,4.459
45,5.004
46,5.819
47,7.191
48,10.097
49,40.227
50,40.316
51,40.356
52,40.375
53,40.407
54,40.422
55,40.452
56,40.478
57,40.535
58,40.577
59,40.642
60,40.691
61,40.744
62,40.813
63,40.870
64,40.894
65,40.919
66,40.975
67,41.010
68,41.060
69,41.111
70,41.130
71,41.137
72,41.156
73,41.179
74,41.193
75,41.226
76,41.620
77,41.831
78,42.219
79,42.632
80,42.894
81,43.174
82,43.836
83,43.994
84,44.077
85,44.105
86,44.155
87,44.184
88,44.250
89,47.857
90,187.251
91,187.743
92,188.289
93,191.366
94,194.485
95,196.981
96,199.904
97,206.465
98,213.690
99,243.396
100,329.304
