Percentage served,Time in ms
0,2.784
1,2.857
2,2.878
3,2.892
4,2.924
5,2.961
6,3.024
7,3.058
8,3.093
9,3.123
10,3.142
11,3.180
12,3.241
13,3.322
14,3.365
15,3.389
16,3.452
17,3.534
18,3.576
19,3.591
20,3.625
21,3.643
22,3.681
23,3.696
24,3.723
25,3.760
26,3.790
27,3.823
28,3.859
29,3.910
30,3.929
31,3.976
32,4.011
33,4.048
34,4.083
35,4.150
36,4.236
37,4.284
38,4.382
39,4.494
40,4.628
41,4.732
42,4.972
43,5.419
44,5.797
45,6.248
46,6.489
47,7.147
48,7.888
49,13.697
50,40.289
51,40.318
52,40.367
53,40.391
54,40.435
55,40.519
56,40.593
57,40.630
58,40.702
59,40.805
60,40.822
61,40.870
62,40.899
63,40.919
64,40.951
65,41.012
66,41.081
67,41.109
68,41.136
69,41.171
70,41.493
71,41.662
72,41.818
73,41.914
74,42.210
75,42.498
76,42.722
77,43.135
78,43.363
79,43.499
80,43.660
81,43.839
82,43.944
83,44.015
84,44.049
85,44.072
86,44.137
87,44.184
88,44.215
89,47.528
90,188.228
91,191.362
92,192.243
93,194.374
94,196.562
95,200.082
96,202.216
97,206.499
98,217.637
99,250.123
100,388.870
