Percentage served,Time in ms
0,2.807
1,2.842
2,2.856
3,2.883
4,2.972
5,3.014
6,3.049
7,3.071
8,3.084
9,3.111
10,3.137
11,3.158
12,3.199
13,3.253
14,3.304
15,3.335
16,3.370
17,3.407
18,3.470
19,3.504
20,3.547
21,3.575
22,3.592
23,3.605
24,3.613
25,3.635
26,3.649
27,3.667
28,3.685
29,3.719
30,3.740
31,3.762
32,3.810
33,3.823
34,3.854
35,3.877
36,3.950
37,3.986
38,4.065
39,4.138
40,4.261
41,4.315
42,4.504
43,4.803
44,4.945
45,5.458
46,6.253
47,7.184
48,11.095
49,40.264
50,40.302
51,40.326
52,40.342
53,40.364
54,40.387
55,40.413
56,40.452
57,40.522
58,40.570
59,40.631
60,40.651
61,40.718
62,40.772
63,40.817
64,40.859
65,40.888
66,40.907
67,40.927
68,40.966
69,41.012
70,41.094
71,41.135
72,41.163
73,41.283
74,41.531
75,41.801
76,42.160
77,42.468
78,42.813
79,43.060
80,43.155
81,43.402
82,43.720
83,43.914
84,44.055
85,44.152
86,44.198
87,44.234
88,44.349
89,47.821
90,187.368
91,187.885
92,188.964
93,192.085
94,195.761
95,198.390
96,202.411
97,211.352
98,219.933
99,243.801
100,396.115
