Percentage served,Time in ms
0,2.755
1,2.801
2,2.813
3,2.834
4,2.842
5,2.848
6,2.857
7,2.868
8,2.881
9,2.904
10,2.956
11,3.008
12,3.036
13,3.055
14,3.075
15,3.098
16,3.107
17,3.122
18,3.143
19,3.156
20,3.170
21,3.192
22,3.227
23,3.258
24,3.302
25,3.334
26,3.384
27,3.455
28,3.523
29,3.566
30,3.590
31,3.603
32,3.630
33,3.648
34,3.674
35,3.693
36,3.749
37,3.790
38,3.823
39,3.886
40,3.939
41,3.981
42,4.037
43,4.175
44,4.342
45,4.535
46,4.944
47,5.779
48,9.982
49,40.219
50,40.308
51,40.365
52,40.398
53,40.432
54,40.471
55,40.620
56,40.678
57,40.740
58,40.785
59,40.805
60,40.831
61,40.863
62,40.879
63,40.891
64,40.934
65,40.962
66,41.001
67,41.066
68,41.102
69,41.119
70,41.132
71,41.147
72,41.157
73,41.176
74,41.187
75,41.217
76,41.297
77,41.560
78,41.880
79,42.227
80,42.693
81,43.033
82,43.630
83,43.899
84,43.995
85,44.117
86,44.177
87,44.262
88,45.133
89,47.953
90,187.522
91,189.109
92,191.301
93,191.717
94,193.115
95,195.050
96,196.853
97,204.647
98,214.543
99,238.383
100,374.086
