Percentage served,Time in ms
0,3.945
1,4.205
2,4.535
3,4.681
4,4.805
5,4.881
6,4.944
7,4.982
8,5.012
9,5.106
10,5.153
11,5.215
12,5.263
13,5.319
14,5.345
15,5.369
16,5.387
17,5.420
18,5.486
19,5.521
20,5.577
21,5.608
22,5.687
23,5.732
24,5.771
25,5.842
26,5.934
27,6.026
28,6.168
29,6.316
30,6.404
31,6.680
32,6.809
33,7.208
34,7.547
35,7.673
36,8.036
37,8.319
38,8.599
39,8.901
40,9.550
41,9.985
42,10.612
43,11.540
44,12.329
45,13.900
46,14.949
47,18.324
48,23.494
49,40.286
50,40.498
51,40.665
52,40.882
53,41.067
54,41.242
55,41.386
56,41.515
57,41.677
58,41.827
59,41.984
60,42.106
61,42.209
62,42.252
63,42.304
64,42.386
65,42.461
66,42.502
67,42.551
68,42.588
69,42.635
70,42.664
71,42.703
72,42.756
73,42.820
74,42.878
75,42.960
76,43.007
77,43.058
78,43.088
79,43.151
80,43.218
81,43.279
82,43.379
83,43.508
84,43.664
85,43.794
86,43.942
87,44.065
88,45.726
89,47.279
90,213.357
91,219.015
92,222.954
93,226.176
94,231.051
95,233.979
96,237.893
97,240.254
98,249.066
99,270.809
100,370.641
