Percentage served,Time in ms
0,2.761
1,2.803
2,2.825
3,2.841
4,2.851
5,2.864
6,2.885
7,2.913
8,2.979
9,3.022
10,3.040
11,3.060
12,3.071
13,3.095
14,3.141
15,3.173
16,3.228
17,3.253
18,3.293
19,3.325
20,3.370
21,3.420
22,3.468
23,3.536
24,3.555
25,3.583
26,3.602
27,3.618
28,3.633
29,3.661
30,3.693
31,3.755
32,3.797
33,3.812
34,3.826
35,3.841
36,3.864
37,3.898
38,3.914
39,3.957
40,3.982
41,4.041
42,4.114
43,4.222
44,4.279
45,4.444
46,4.786
47,5.756
48,9.100
49,40.205
50,40.341
51,40.367
52,40.390
53,40.431
54,40.452
55,40.493
56,40.574
57,40.644
58,40.681
59,40.738
60,40.775
61,40.822
62,40.856
63,40.919
64,40.949
65,40.985
66,41.068
67,41.105
68,41.125
69,41.142
70,41.155
71,41.182
72,41.226
73,41.638
74,41.857
75,42.158
76,42.459
77,42.779
78,42.924
79,43.230
80,43.626
81,43.772
82,43.968
83,44.041
84,44.102
85,44.137
86,44.171
87,44.190
88,44.218
89,47.189
90,186.963
91,187.796
92,188.426
93,190.011
94,192.964
95,195.412
96,196.961
97,202.154
98,212.277
99,230.018
100,255.004
