Percentage served,Time in ms
0,3.435
1,5.221
2,5.747
3,6.289
4,6.753
5,6.960
6,7.484
7,8.145
8,8.658
9,9.287
10,10.078
11,10.779
12,11.354
13,12.614
14,13.574
15,14.262
16,14.841
17,15.275
18,15.858
19,16.543
20,17.138
21,17.718
22,18.500
23,19.291
24,19.962
25,20.548
26,21.091
27,21.674
28,22.173
29,22.700
30,23.294
31,23.720
32,24.327
33,24.748
34,25.567
35,26.715
36,27.585
37,28.196
38,28.703
39,29.636
40,30.161
41,30.675
42,31.381
43,32.085
44,32.971
45,33.488
46,34.734
47,35.760
48,36.638
49,37.339
50,37.992
51,38.531
52,39.348
53,39.949
54,41.025
55,42.487
56,43.121
57,44.067
58,45.355
59,46.379
60,47.286
61,48.981
62,49.506
63,50.614
64,51.524
65,54.361
66,55.632
67,56.954
68,58.289
69,59.843
70,61.037
71,62.583
72,64.522
73,67.806
74,69.333
75,72.459
76,73.418
77,75.689
78,78.688
79,82.636
80,85.305
81,88.775
82,91.926
83,98.155
84,103.859
85,109.341
86,117.166
87,125.656
88,135.005
89,167.696
90,343.674
91,403.066
92,427.354
93,442.529
94,466.887
95,476.541
96,491.846
97,514.290
98,524.502
99,562.949
100,684.410
