Percentage served,Time in ms
0,3.262
1,5.056
2,5.629
3,6.128
4,6.792
5,7.090
6,7.234
7,7.936
8,8.673
9,9.899
10,10.902
11,12.507
12,12.995
13,13.453
14,13.890
15,14.327
16,14.923
17,15.250
18,15.625
19,16.128
20,16.789
21,17.406
22,18.294
23,19.586
24,20.134
25,20.854
26,21.972
27,22.443
28,22.825
29,23.480
30,24.020
31,24.465
32,25.128
33,26.514
34,27.475
35,28.171
36,28.642
37,29.586
38,30.042
39,30.384
40,31.084
41,31.672
42,32.063
43,32.866
44,33.886
45,34.667
46,35.465
47,36.288
48,36.787
49,37.602
50,38.325
51,38.656
52,39.310
53,39.761
54,40.537
55,41.027
56,41.750
57,42.806
58,43.756
59,45.223
60,46.010
61,47.122
62,47.763
63,48.445
64,50.178
65,51.026
66,52.811
67,54.601
68,56.203
69,57.697
70,58.961
71,60.653
72,61.679
73,63.891
74,65.388
75,67.164
76,70.756
77,72.632
78,75.702
79,77.013
80,79.837
81,81.929
82,85.614
83,88.223
84,92.282
85,98.168
86,103.936
87,112.295
88,123.565
89,169.315
90,349.699
91,381.927
92,396.146
93,423.084
94,442.796
95,452.164
96,465.281
97,475.988
98,503.799
99,571.466
100,653.955
