Percentage served,Time in ms
0,3.349
1,5.143
2,5.453
3,5.930
4,6.510
5,6.818
6,7.583
7,8.268
8,8.837
9,9.926
10,11.297
11,12.442
12,12.853
13,13.466
14,13.979
15,14.453
16,14.862
17,15.019
18,15.669
19,16.392
20,16.867
21,17.235
22,17.951
23,18.536
24,19.522
25,20.166
26,20.644
27,21.024
28,21.790
29,22.325
30,22.718
31,23.003
32,23.374
33,23.985
34,24.596
35,25.220
36,26.236
37,27.060
38,27.938
39,28.620
40,29.254
41,29.768
42,30.497
43,30.970
44,31.224
45,31.968
46,32.754
47,33.973
48,34.761
49,35.340
50,36.592
51,37.041
52,37.680
53,38.511
54,39.720
55,40.332
56,41.373
57,42.466
58,43.164
59,43.997
60,44.607
61,45.263
62,46.609
63,47.747
64,48.893
65,50.020
66,52.117
67,53.210
68,54.300
69,55.086
70,56.125
71,58.560
72,60.236
73,61.832
74,63.367
75,64.391
76,65.769
77,66.863
78,69.326
79,71.653
80,74.671
81,79.816
82,83.242
83,84.827
84,87.897
85,92.480
86,101.014
87,106.353
88,115.946
89,130.304
90,335.526
91,393.624
92,414.258
93,426.799
94,439.896
95,449.078
96,460.346
97,477.239
98,510.511
99,547.976
100,663.848
