Percentage served,Time in ms
0,4.191
1,4.881
2,5.901
3,6.335
4,6.935
5,7.630
6,8.590
7,9.374
8,10.184
9,10.880
10,11.738
11,12.218
12,12.655
13,13.118
14,13.776
15,14.257
16,14.767
17,15.249
18,16.057
19,16.689
20,17.182
21,17.855
22,18.329
23,18.778
24,19.074
25,19.436
26,19.913
27,20.385
28,20.911
29,21.461
30,21.726
31,22.340
32,22.957
33,23.272
34,23.715
35,24.189
36,24.608
37,25.001
38,25.513
39,25.930
40,26.230
41,26.764
42,26.989
43,27.363
44,27.787
45,28.148
46,28.817
47,29.278
48,29.966
49,30.319
50,30.883
51,31.143
52,31.556
53,32.049
54,32.536
55,32.909
56,33.722
57,34.215
58,34.673
59,35.485
60,35.994
61,36.410
62,37.018
63,37.574
64,38.352
65,39.517
66,40.607
67,41.150
68,41.498
69,42.511
70,43.770
71,45.168
72,45.920
73,46.656
74,47.917
75,48.780
76,49.860
77,52.213
78,56.397
79,60.957
80,86.166
81,94.018
82,102.701
83,108.524
84,116.683
85,121.266
86,123.552
87,130.242
88,142.181
89,181.264
90,323.636
91,354.299
92,367.777
93,387.620
94,400.956
95,409.662
96,424.974
97,436.795
98,488.331
99,544.869
100,616.458
