Percentage served,Time in ms
0,3.933
1,4.767
2,5.315
3,5.780
4,6.209
5,6.928
6,7.382
7,8.574
8,9.129
9,9.537
10,9.903
11,10.902
12,11.572
13,11.918
14,12.735
15,13.294
16,13.840
17,14.354
18,14.744
19,15.317
20,15.780
21,16.401
22,16.930
23,17.474
24,17.978
25,18.456
26,18.849
27,19.263
28,19.688
29,19.901
30,20.570
31,21.033
32,21.365
33,21.968
34,22.326
35,22.769
36,23.421
37,23.883
38,24.449
39,24.742
40,25.054
41,25.269
42,25.628
43,26.001
44,26.444
45,26.762
46,27.015
47,27.321
48,27.801
49,28.094
50,28.461
51,28.797
52,29.202
53,29.623
54,30.148
55,30.872
56,31.812
57,32.789
58,33.263
59,33.659
60,34.380
61,34.806
62,35.421
63,35.924
64,36.683
65,37.229
66,37.859
67,38.596
68,39.248
69,40.226
70,40.647
71,41.919
72,42.739
73,43.965
74,44.822
75,46.035
76,47.334
77,49.067
78,50.927
79,55.129
80,60.599
81,66.601
82,132.791
83,141.144
84,146.124
85,154.459
86,161.144
87,170.473
88,225.092
89,357.821
90,388.615
91,397.151
92,413.688
93,425.428
94,445.246
95,469.868
96,565.122
97,3482.120
98,3509.644
99,3759.677
100,3946.641
