Percentage served,Time in ms
0,4.096
1,4.958
2,5.626
3,6.141
4,6.382
5,7.328
6,7.733
7,8.822
8,9.590
9,10.494
10,11.101
11,11.841
12,12.804
13,13.227
14,13.812
15,14.435
16,14.985
17,15.354
18,15.848
19,16.308
20,16.605
21,17.176
22,17.680
23,18.353
24,18.561
25,19.031
26,19.426
27,19.724
28,20.193
29,20.710
30,21.045
31,21.574
32,21.973
33,22.218
34,22.691
35,23.133
36,23.465
37,24.031
38,24.376
39,24.767
40,25.230
41,25.763
42,26.025
43,26.652
44,27.052
45,27.475
46,28.101
47,28.499
48,28.761
49,29.215
50,29.793
51,30.282
52,30.873
53,31.419
54,32.078
55,32.652
56,33.366
57,33.719
58,34.472
59,35.168
60,35.801
61,36.418
62,37.044
63,37.509
64,37.914
65,38.602
66,39.238
67,40.153
68,41.302
69,42.036
70,42.649
71,44.073
72,45.145
73,46.497
74,47.568
75,48.778
76,50.706
77,53.216
78,56.310
79,60.875
80,119.215
81,130.091
82,134.450
83,139.104
84,144.426
85,146.815
86,149.984
87,153.058
88,157.512
89,163.300
90,283.898
91,376.823
92,409.733
93,431.701
94,452.098
95,515.150
96,530.221
97,545.815
98,557.714
99,576.503
100,643.623
