Percentage served,Time in ms
0,4.264
1,4.831
2,5.233
3,5.724
4,6.510
5,7.443
6,8.104
7,9.317
8,10.033
9,10.727
10,11.388
11,11.837
12,12.575
13,13.712
14,14.530
15,15.124
16,15.316
17,15.965
18,16.306
19,16.798
20,17.186
21,17.624
22,18.257
23,18.628
24,19.097
25,19.516
26,19.962
27,20.252
28,20.692
29,20.963
30,21.497
31,22.052
32,22.475
33,22.861
34,23.150
35,23.882
36,24.473
37,24.759
38,25.246
39,25.585
40,25.953
41,26.282
42,26.737
43,27.459
44,27.914
45,28.608
46,28.939
47,29.204
48,30.144
49,30.619
50,31.133
51,31.740
52,32.196
53,32.929
54,33.696
55,34.725
56,35.281
57,36.056
58,36.542
59,37.039
60,37.336
61,38.042
62,38.540
63,38.883
64,39.927
65,40.705
66,41.424
67,42.402
68,43.209
69,44.259
70,45.951
71,47.334
72,49.919
73,53.654
74,56.167
75,96.739
76,106.864
77,111.313
78,113.711
79,115.922
80,117.777
81,120.375
82,122.445
83,124.103
84,126.975
85,129.159
86,132.052
87,135.251
88,138.739
89,143.153
90,344.312
91,376.763
92,399.157
93,421.877
94,453.297
95,471.668
96,478.633
97,491.579
98,500.251
99,516.148
100,651.529
