Percentage served,Time in ms
0,3.204
1,4.908
2,5.328
3,5.766
4,5.980
5,6.338
6,6.576
7,7.066
8,7.477
9,8.352
10,9.858
11,11.258
12,11.808
13,12.535
14,12.996
15,13.319
16,13.838
17,14.095
18,14.368
19,14.749
20,14.948
21,15.240
22,15.941
23,17.226
24,18.101
25,19.092
26,19.738
27,20.146
28,20.794
29,21.143
30,21.584
31,22.009
32,22.320
33,22.775
34,23.184
35,23.628
36,24.214
37,25.660
38,26.806
39,27.137
40,27.569
41,28.000
42,28.552
43,29.045
44,29.546
45,30.215
46,30.980
47,31.543
48,32.288
49,33.181
50,34.155
51,34.814
52,35.582
53,36.093
54,36.722
55,37.595
56,38.199
57,39.229
58,39.769
59,41.212
60,42.147
61,42.911
62,44.561
63,45.717
64,46.279
65,47.114
66,48.278
67,50.019
68,50.960
69,51.683
70,53.085
71,54.211
72,55.932
73,57.579
74,59.993
75,61.804
76,64.258
77,65.654
78,67.563
79,69.689
80,72.286
81,74.897
82,77.714
83,81.793
84,88.297
85,90.239
86,96.813
87,100.987
88,121.954
89,155.695
90,332.451
91,360.455
92,375.133
93,384.225
94,397.968
95,410.171
96,430.965
97,447.144
98,461.568
99,481.733
100,540.906
