Percentage served,Time in ms
0,4.193
1,4.611
2,5.486
3,5.922
4,6.774
5,7.731
6,8.544
7,9.178
8,9.832
9,10.259
10,10.862
11,11.889
12,12.993
13,13.876
14,14.729
15,15.191
16,15.654
17,16.179
18,16.578
19,17.523
20,17.982
21,18.735
22,19.314
23,20.164
24,20.961
25,21.577
26,21.931
27,22.232
28,22.829
29,23.406
30,23.995
31,24.530
32,25.284
33,25.741
34,26.195
35,26.759
36,27.594
37,27.931
38,28.557
39,28.994
40,29.531
41,30.275
42,30.838
43,31.627
44,32.469
45,33.066
46,33.983
47,34.478
48,35.538
49,36.213
50,37.035
51,37.665
52,38.550
53,40.092
54,41.113
55,41.822
56,42.589
57,43.430
58,44.643
59,45.687
60,47.003
61,49.592
62,51.904
63,55.462
64,65.690
65,72.169
66,75.349
67,77.567
68,80.609
69,84.495
70,87.834
71,89.276
72,91.570
73,92.877
74,95.099
75,96.352
76,97.906
77,99.978
78,102.973
79,105.129
80,106.600
81,108.486
82,110.958
83,112.938
84,116.216
85,117.887
86,126.362
87,133.480
88,328.022
89,410.112
90,466.374
91,494.550
92,509.939
93,522.833
94,541.331
95,570.106
96,623.061
97,2543.057
98,2576.483
99,3042.134
100,3079.717
