Percentage served,Time in ms
0,17.133
1,23.635
2,30.161
3,34.478
4,36.570
5,39.407
6,42.135
7,45.200
8,48.758
9,50.729
10,53.686
11,55.144
12,58.581
13,59.803
14,62.155
15,63.902
16,65.595
17,67.577
18,70.956
19,72.359
20,73.860
21,75.464
22,77.321
23,79.653
24,81.081
25,84.113
26,86.179
27,87.617
28,90.468
29,92.767
30,94.225
31,95.553
32,97.579
33,99.629
34,101.096
35,102.560
36,103.559
37,105.652
38,107.862
39,109.321
40,111.743
41,113.067
42,114.415
43,116.910
44,118.925
45,120.411
46,122.092
47,123.778
48,124.974
49,126.558
50,128.642
51,129.640
52,131.350
53,132.514
54,135.755
55,137.735
56,139.263
57,140.503
58,141.127
59,143.629
60,144.960
61,146.397
62,147.984
63,150.872
64,153.107
65,155.645
66,157.852
67,160.477
68,163.914
69,166.016
70,168.803
71,170.389
72,172.672
73,174.795
74,176.853
75,182.068
76,184.011
77,187.354
78,190.047
79,194.726
80,197.549
81,202.661
82,206.607
83,212.522
84,222.930
85,236.473
86,274.090
87,538.708
88,934.234
89,1189.458
90,1236.151
91,1262.808
92,1309.400
93,1386.686
94,1481.373
95,1607.070
96,1806.862
97,2275.335
98,2446.614
99,3122.388
100,3538.462
