Percentage served,Time in ms
0,4.260
1,5.287
2,5.592
3,6.318
4,7.294
5,8.150
6,9.046
7,9.835
8,10.496
9,11.175
10,12.071
11,12.807
12,13.517
13,14.059
14,14.521
15,15.047
16,15.447
17,16.293
18,17.041
19,18.085
20,18.770
21,19.213
22,19.661
23,20.423
24,20.676
25,21.162
26,21.488
27,22.557
28,22.982
29,23.528
30,24.092
31,25.248
32,25.823
33,26.426
34,26.799
35,27.106
36,27.653
37,27.904
38,28.429
39,28.717
40,29.746
41,30.021
42,30.757
43,31.644
44,32.486
45,33.333
46,33.874
47,34.980
48,35.846
49,36.348
50,37.290
51,38.642
52,39.351
53,40.293
54,41.371
55,42.791
56,44.455
57,47.784
58,53.490
59,63.585
60,69.719
61,73.756
62,76.193
63,77.290
64,79.334
65,81.479
66,82.476
67,83.806
68,85.482
69,86.458
70,87.412
71,89.092
72,90.153
73,91.541
74,92.578
75,94.134
76,96.797
77,98.173
78,99.839
79,101.022
80,102.688
81,105.206
82,108.035
83,109.913
84,112.180
85,115.398
86,121.859
87,133.683
88,149.425
89,421.277
90,460.409
91,513.406
92,536.833
93,551.025
94,572.646
95,618.900
96,643.549
97,3814.329
98,3839.872
99,4274.571
100,4383.986
