Percentage served,Time in ms
0,4.274
1,4.875
2,5.258
3,5.640
4,6.117
5,6.693
6,7.662
7,8.165
8,8.799
9,9.294
10,10.104
11,10.916
12,11.501
13,12.432
14,13.118
15,13.612
16,14.158
17,14.650
18,15.703
19,16.176
20,16.764
21,17.312
22,17.754
23,18.302
24,18.844
25,19.482
26,20.018
27,20.819
28,21.136
29,21.538
30,22.094
31,22.845
32,23.206
33,23.598
34,24.041
35,24.245
36,24.640
37,25.134
38,25.555
39,25.909
40,26.682
41,27.442
42,27.717
43,28.153
44,28.632
45,28.906
46,29.640
47,30.132
48,30.609
49,31.080
50,31.773
51,32.178
52,32.802
53,33.404
54,34.288
55,35.127
56,35.646
57,36.246
58,36.994
59,37.662
60,38.285
61,39.814
62,40.479
63,41.165
64,42.098
65,43.282
66,44.676
67,46.296
68,48.444
69,50.932
70,55.232
71,60.500
72,107.623
73,112.884
74,119.142
75,122.922
76,125.496
77,127.687
78,129.425
79,130.810
80,133.683
81,135.048
82,136.966
83,139.469
84,141.476
85,144.381
86,148.877
87,151.598
88,155.886
89,163.872
90,409.353
91,459.844
92,467.111
93,484.109
94,496.546
95,512.873
96,532.408
97,589.262
98,632.191
99,653.719
100,722.012
