Percentage served,Time in ms
0,4.651
1,5.499
2,7.264
3,7.869
4,9.091
5,9.975
6,10.864
7,11.549
8,12.132
9,12.718
10,13.690
11,14.421
12,15.148
13,16.098
14,16.777
15,17.739
16,18.263
17,19.054
18,19.585
19,20.500
20,21.325
21,22.408
22,23.671
23,24.462
24,25.639
25,27.481
26,28.868
27,30.564
28,33.265
29,35.731
30,40.561
31,45.167
32,46.348
33,47.733
34,48.553
35,50.218
36,51.371
37,52.031
38,52.885
39,54.036
40,54.520
41,55.049
42,55.593
43,55.868
44,56.576
45,57.146
46,57.685
47,58.081
48,58.504
49,58.792
50,59.202
51,59.803
52,60.205
53,60.770
54,61.182
55,61.610
56,62.114
57,62.516
58,62.907
59,63.328
60,63.781
61,64.271
62,64.590
63,64.887
64,65.553
65,66.179
66,66.963
67,67.395
68,67.996
69,68.732
70,69.267
71,69.607
72,70.228
73,70.945
74,71.858
75,72.337
76,72.801
77,73.732
78,74.652
79,76.168
80,77.606
81,79.479
82,81.395
83,84.525
84,88.713
85,96.108
86,110.612
87,116.863
88,134.244
89,423.053
90,470.637
91,523.193
92,540.366
93,553.651
94,600.432
95,623.236
96,656.357
97,3455.837
98,3473.395
99,4049.084
100,4125.835
