Percentage served,Time in ms
0,4.177
1,5.206
2,5.518
3,6.226
4,6.634
5,7.202
6,8.649
7,9.570
8,10.328
9,10.680
10,11.759
11,12.323
12,12.630
13,13.039
14,13.611
15,14.102
16,14.533
17,15.092
18,15.714
19,16.058
20,16.379
21,16.884
22,17.457
23,17.873
24,18.173
25,18.533
26,19.142
27,19.928
28,20.438
29,21.009
30,21.536
31,21.869
32,22.561
33,23.367
34,23.917
35,24.384
36,24.814
37,25.282
38,26.107
39,26.416
40,27.046
41,27.583
42,27.865
43,28.251
44,29.098
45,29.755
46,30.088
47,30.870
48,31.368
49,31.796
50,32.198
51,32.743
52,33.302
53,34.107
54,34.555
55,35.150
56,35.768
57,36.698
58,37.263
59,37.820
60,39.032
61,39.872
62,40.337
63,41.070
64,41.656
65,42.571
66,43.369
67,43.997
68,45.110
69,47.975
70,51.665
71,53.123
72,55.308
73,65.076
74,71.602
75,75.952
76,81.213
77,87.175
78,93.889
79,98.064
80,102.641
81,106.970
82,110.653
83,113.030
84,119.116
85,123.502
86,131.342
87,140.203
88,167.001
89,355.504
90,390.217
91,424.362
92,438.924
93,449.588
94,471.444
95,485.164
96,536.621
97,4573.225
98,4603.847
99,4984.751
100,5110.197
