Percentage served,Time in ms
0,4.308
1,5.233
2,6.063
3,6.680
4,7.250
5,8.103
6,8.775
7,9.645
8,10.123
9,11.029
10,11.823
11,12.696
12,13.576
13,14.252
14,15.140
15,15.611
16,16.613
17,17.386
18,18.161
19,19.072
20,19.721
21,20.380
22,20.953
23,21.497
24,21.902
25,22.205
26,22.428
27,22.851
28,23.370
29,24.085
30,24.476
31,25.183
32,26.021
33,26.318
34,27.187
35,27.869
36,28.620
37,29.023
38,29.720
39,30.351
40,31.364
41,32.375
42,32.926
43,33.682
44,34.161
45,34.788
46,35.538
47,36.189
48,36.728
49,37.912
50,39.043
51,39.590
52,40.925
53,42.114
54,43.182
55,44.065
56,45.091
57,47.256
58,47.767
59,48.894
60,50.359
61,51.680
62,53.148
63,54.341
64,55.841
65,57.685
66,58.931
67,60.185
68,61.718
69,63.132
70,64.149
71,65.266
72,66.884
73,68.466
74,70.099
75,71.565
76,72.906
77,74.821
78,76.315
79,77.632
80,79.769
81,82.450
82,84.933
83,87.216
84,88.784
85,93.537
86,99.129
87,121.562
88,136.482
89,362.709
90,398.641
91,422.096
92,447.245
93,457.900
94,473.314
95,485.433
96,515.566
97,1687.007
98,1716.138
99,2151.117
100,2317.298
