Percentage served,Time in ms
0,4.193
1,4.973
2,5.569
3,6.277
4,7.120
5,7.873
6,8.521
7,9.355
8,9.855
9,10.581
10,11.615
11,12.063
12,12.848
13,13.326
14,13.949
15,14.716
16,15.423
17,15.992
18,16.426
19,16.913
20,17.458
21,18.075
22,18.489
23,19.262
24,19.652
25,20.101
26,20.522
27,20.830
28,21.549
29,22.120
30,22.505
31,23.237
32,23.804
33,24.183
34,24.771
35,25.265
36,25.907
37,26.484
38,26.900
39,27.319
40,27.770
41,28.220
42,28.894
43,29.435
44,30.142
45,30.616
46,31.120
47,31.628
48,32.313
49,32.756
50,33.288
51,34.269
52,35.042
53,35.682
54,37.048
55,37.560
56,38.489
57,39.348
58,40.206
59,41.019
60,42.616
61,44.058
62,45.880
63,47.519
64,49.874
65,55.626
66,62.859
67,70.953
68,73.285
69,75.925
70,77.331
71,78.166
72,82.065
73,84.505
74,85.736
75,87.326
76,89.777
77,91.615
78,92.663
79,94.314
80,96.805
81,98.568
82,101.601
83,103.425
84,105.318
85,108.224
86,111.520
87,121.679
88,149.072
89,364.520
90,421.427
91,437.454
92,450.249
93,469.894
94,520.874
95,544.170
96,587.511
97,3871.575
98,4215.347
99,4290.115
100,4327.209
