Percentage served,Time in ms
0,4.364
1,5.392
2,5.860
3,6.959
4,7.434
5,8.319
6,9.274
7,9.968
8,10.591
9,11.270
10,11.906
11,12.583
12,13.787
13,14.305
14,15.297
15,15.463
16,15.950
17,16.479
18,16.780
19,17.462
20,17.800
21,19.338
22,19.893
23,20.344
24,20.838
25,21.358
26,21.931
27,22.367
28,23.180
29,23.729
30,24.154
31,24.880
32,25.224
33,26.103
34,26.613
35,27.100
36,27.704
37,27.992
38,28.330
39,28.645
40,29.361
41,30.163
42,30.901
43,31.402
44,32.032
45,32.401
46,33.199
47,33.984
48,34.373
49,34.989
50,35.788
51,36.772
52,38.183
53,39.160
54,40.069
55,41.833
56,42.655
57,45.272
58,46.623
59,49.275
60,53.547
61,63.382
62,68.969
63,72.547
64,76.048
65,81.020
66,84.033
67,86.494
68,88.415
69,91.873
70,94.374
71,97.078
72,100.572
73,102.815
74,105.036
75,108.576
76,109.631
77,111.266
78,112.324
79,113.778
80,115.702
81,116.701
82,118.019
83,118.957
84,121.243
85,122.954
86,126.255
87,130.965
88,140.685
89,398.994
90,509.343
91,527.392
92,557.044
93,574.960
94,610.444
95,631.279
96,643.044
97,2912.115
98,2934.327
99,3411.873
100,3493.576
