Percentage served,Time in ms
0,3.290
1,5.103
2,5.473
3,5.876
4,6.074
5,6.547
6,6.992
7,7.522
8,7.936
9,9.143
10,10.008
11,11.244
12,12.082
13,12.661
14,12.987
15,13.632
16,14.015
17,14.363
18,14.598
19,15.240
20,15.784
21,16.152
22,17.081
23,17.836
24,18.503
25,19.555
26,20.128
27,20.511
28,21.185
29,21.608
30,22.053
31,22.538
32,22.935
33,23.650
34,24.509
35,25.236
36,26.183
37,26.746
38,27.431
39,28.020
40,28.710
41,29.531
42,30.005
43,30.722
44,31.440
45,31.970
46,32.594
47,33.820
48,34.785
49,35.677
50,36.306
51,37.396
52,37.912
53,38.486
54,39.672
55,40.442
56,41.294
57,42.231
58,43.316
59,43.943
60,45.038
61,45.901
62,47.162
63,47.958
64,49.513
65,50.896
66,51.747
67,52.670
68,53.815
69,54.600
70,55.650
71,57.966
72,59.107
73,60.562
74,61.304
75,64.560
76,66.273
77,67.925
78,69.880
79,73.630
80,75.942
81,77.821
82,81.735
83,85.925
84,88.769
85,94.377
86,101.484
87,110.786
88,127.764
89,167.340
90,312.553
91,373.917
92,403.321
93,419.661
94,427.752
95,446.605
96,461.922
97,476.794
98,492.518
99,542.356
100,603.648
