Percentage served,Time in ms
0,3.292
1,4.818
2,5.412
3,5.702
4,6.100
5,6.591
6,6.786
7,7.237
8,7.676
9,8.126
10,8.762
11,9.984
12,11.238
13,11.973
14,12.606
15,13.286
16,13.581
17,13.886
18,14.238
19,14.502
20,14.958
21,15.264
22,15.660
23,16.372
24,17.065
25,17.985
26,19.024
27,20.198
28,20.763
29,21.581
30,22.152
31,22.590
32,23.317
33,24.170
34,24.760
35,25.692
36,26.520
37,27.278
38,27.974
39,28.561
40,29.133
41,29.593
42,30.380
43,30.911
44,31.618
45,32.223
46,33.255
47,33.989
48,35.398
49,36.110
50,36.581
51,36.972
52,37.923
53,38.974
54,39.792
55,40.473
56,41.350
57,42.433
58,43.157
59,44.222
60,45.286
61,46.405
62,47.295
63,47.955
64,48.823
65,50.868
66,51.599
67,52.154
68,53.407
69,55.017
70,56.542
71,58.139
72,59.721
73,60.588
74,62.356
75,64.346
76,66.652
77,68.265
78,69.731
79,71.032
80,72.842
81,74.947
82,79.730
83,84.907
84,87.563
85,92.875
86,105.645
87,114.757
88,123.790
89,165.741
90,310.882
91,372.966
92,395.004
93,414.528
94,421.381
95,444.498
96,456.032
97,472.356
98,505.083
99,539.987
100,591.229
