Percentage served,Time in ms
0,2.951
1,3.460
2,4.045
3,4.482
4,5.073
5,5.616
6,6.321
7,6.681
8,7.371
9,7.952
10,8.325
11,8.950
12,9.725
13,9.995
14,10.354
15,10.986
16,11.587
17,11.886
18,12.136
19,12.430
20,12.956
21,13.495
22,13.683
23,13.953
24,14.490
25,15.033
26,15.487
27,15.933
28,16.623
29,17.009
30,17.295
31,17.400
32,17.981
33,18.211
34,18.570
35,18.896
36,19.338
37,19.590
38,19.936
39,20.330
40,20.612
41,20.773
42,21.099
43,21.322
44,21.557
45,21.720
46,22.165
47,22.568
48,23.031
49,23.475
50,23.758
51,24.029
52,24.525
53,24.969
54,25.316
55,25.745
56,26.128
57,26.458
58,27.084
59,27.473
60,27.967
61,28.327
62,28.617
63,28.967
64,29.313
65,29.662
66,29.927
67,30.441
68,30.834
69,31.380
70,31.725
71,31.992
72,32.538
73,33.160
74,33.717
75,34.093
76,34.962
77,35.870
78,36.576
79,37.480
80,38.298
81,39.230
82,40.833
83,41.473
84,43.047
85,44.488
86,48.554
87,51.616
88,58.572
89,71.772
90,210.903
91,230.482
92,242.984
93,253.601
94,264.820
95,279.487
96,292.811
97,305.706
98,320.289
99,327.751
100,412.448
