Percentage served,Time in ms
0,2.961
1,3.619
2,4.311
3,4.799
4,5.229
5,6.240
6,6.514
7,6.985
8,7.734
9,8.179
10,8.753
11,9.274
12,9.659
13,10.076
14,10.235
15,10.543
16,10.945
17,11.489
18,11.989
19,12.615
20,12.990
21,13.304
22,13.799
23,14.557
24,14.868
25,15.321
26,15.540
27,15.976
28,16.250
29,16.725
30,17.048
31,17.288
32,17.815
33,18.118
34,18.455
35,18.615
36,19.127
37,19.465
38,19.880
39,20.274
40,20.584
41,21.055
42,21.260
43,21.421
44,21.834
45,22.161
46,22.843
47,23.111
48,23.458
49,23.953
50,24.332
51,24.819
52,25.126
53,25.645
54,26.022
55,26.668
56,26.988
57,27.333
58,27.631
59,27.996
60,28.297
61,28.568
62,28.917
63,29.492
64,29.797
65,30.324
66,30.794
67,31.337
68,31.678
69,32.224
70,32.898
71,33.540
72,33.846
73,34.283
74,34.629
75,35.096
76,35.433
77,35.880
78,36.278
79,36.933
80,37.830
81,39.405
82,40.321
83,42.195
84,43.780
85,45.409
86,48.782
87,53.027
88,59.938
89,74.141
90,212.804
91,234.599
92,244.165
93,253.868
94,262.335
95,274.782
96,283.494
97,294.934
98,318.330
99,353.046
100,434.283
