Percentage served,Time in ms
0,3.360
1,3.987
2,4.264
3,5.028
4,5.578
5,5.928
6,6.598
7,7.757
8,8.237
9,8.700
10,9.115
11,9.635
12,10.153
13,10.412
14,11.080
15,11.505
16,11.873
17,12.391
18,12.550
19,13.224
20,13.537
21,13.681
22,14.235
23,14.659
24,15.044
25,15.452
26,15.844
27,16.240
28,16.820
29,17.205
30,17.574
31,18.158
32,18.614
33,19.008
34,19.441
35,19.962
36,20.211
37,20.382
38,20.756
39,21.301
40,21.667
41,21.929
42,22.460
43,22.760
44,23.096
45,23.510
46,23.745
47,24.060
48,24.514
49,24.931
50,25.316
51,25.646
52,25.884
53,26.318
54,26.841
55,27.057
56,27.673
57,28.140
58,28.456
59,28.660
60,28.976
61,29.333
62,29.600
63,30.061
64,30.362
65,30.711
66,31.364
67,31.957
68,32.481
69,32.895
70,33.838
71,34.373
72,35.081
73,35.755
74,36.138
75,36.637
76,37.282
77,38.168
78,39.226
79,40.267
80,41.354
81,42.455
82,43.671
83,45.162
84,46.596
85,47.820
86,49.969
87,53.168
88,60.380
89,71.139
90,227.734
91,247.682
92,256.410
93,261.678
94,270.520
95,275.762
96,284.247
97,297.912
98,311.057
99,327.142
100,429.172
