Percentage served,Time in ms
0,2.990
1,3.296
2,4.052
3,4.896
4,5.339
5,5.796
6,6.354
7,7.391
8,7.893
9,8.433
10,8.696
11,8.959
12,9.507
13,10.005
14,10.678
15,10.991
16,11.279
17,11.772
18,12.008
19,12.278
20,12.556
21,13.130
22,13.505
23,13.922
24,14.145
25,14.424
26,14.621
27,15.110
28,15.336
29,15.742
30,16.204
31,16.526
32,16.803
33,17.234
34,17.668
35,17.928
36,18.257
37,18.450
38,18.715
39,18.940
40,19.355
41,19.614
42,19.896
43,20.149
44,20.641
45,21.071
46,21.398
47,21.745
48,21.974
49,22.274
50,22.627
51,22.977
52,23.314
53,23.612
54,24.220
55,24.591
56,24.918
57,25.327
58,25.641
59,26.111
60,26.450
61,26.811
62,27.189
63,27.440
64,27.640
65,28.060
66,28.401
67,28.887
68,29.351
69,30.481
70,31.203
71,31.918
72,32.429
73,33.013
74,33.525
75,34.065
76,34.639
77,35.344
78,36.177
79,36.579
80,37.990
81,38.870
82,40.241
83,41.349
84,42.789
85,46.242
86,50.599
87,54.276
88,60.794
89,69.082
90,215.939
91,227.449
92,235.069
93,245.251
94,255.820
95,261.909
96,271.531
97,283.700
98,299.305
99,314.636
100,349.255
