Percentage served,Time in ms
0,3.148
1,3.852
2,4.541
3,5.294
4,6.351
5,7.059
6,7.733
7,8.465
8,8.901
9,9.308
10,9.574
11,10.070
12,10.515
13,10.733
14,11.104
15,11.629
16,12.040
17,12.447
18,12.749
19,13.201
20,14.046
21,14.705
22,15.110
23,15.587
24,15.983
25,16.333
26,16.654
27,16.923
28,17.249
29,17.572
30,17.837
31,18.269
32,18.631
33,18.913
34,19.317
35,19.523
36,19.974
37,20.396
38,20.761
39,21.049
40,21.474
41,21.978
42,22.448
43,22.828
44,23.293
45,23.778
46,24.080
47,24.338
48,24.588
49,24.973
50,25.500
51,25.905
52,26.089
53,26.478
54,26.724
55,27.059
56,27.600
57,27.818
58,28.148
59,28.862
60,29.339
61,29.742
62,30.123
63,30.457
64,30.832
65,31.182
66,31.927
67,32.367
68,32.857
69,33.419
70,33.778
71,34.333
72,34.753
73,35.280
74,35.761
75,36.305
76,36.669
77,37.331
78,38.240
79,39.072
80,39.956
81,41.391
82,42.405
83,44.304
84,45.735
85,48.220
86,52.079
87,56.876
88,61.491
89,70.099
90,228.546
91,250.229
92,266.867
93,274.868
94,282.906
95,289.950
96,298.998
97,309.281
98,319.637
99,339.721
100,424.281
