Percentage served,Time in ms
0,3.372
1,4.069
2,4.604
3,5.121
4,5.822
5,6.383
6,7.077
7,8.100
8,8.652
9,9.485
10,10.012
11,10.365
12,11.204
13,11.745
14,12.259
15,12.892
16,13.091
17,13.550
18,13.869
19,14.503
20,14.896
21,15.190
22,15.741
23,16.372
24,16.791
25,17.058
26,17.226
27,17.749
28,18.033
29,18.320
30,19.009
31,19.710
32,20.076
33,20.494
34,21.173
35,21.537
36,22.089
37,22.309
38,22.746
39,23.030
40,23.393
41,23.805
42,24.100
43,24.707
44,25.006
45,25.309
46,25.730
47,26.176
48,26.416
49,27.156
50,27.501
51,28.000
52,28.408
53,28.743
54,28.909
55,29.491
56,29.801
57,30.396
58,30.691
59,31.139
60,31.458
61,32.103
62,32.674
63,33.162
64,33.542
65,34.306
66,34.724
67,35.234
68,35.830
69,36.322
70,37.084
71,37.845
72,38.486
73,39.127
74,39.733
75,40.211
76,40.787
77,41.554
78,42.426
79,42.896
80,43.797
81,44.911
82,45.653
83,46.477
84,47.930
85,50.698
86,53.116
87,58.079
88,68.019
89,84.270
90,251.123
91,263.105
92,271.891
93,281.662
94,293.918
95,305.662
96,313.424
97,330.205
98,353.404
99,379.282
100,437.022
