Percentage served,Time in ms
0,3.053
1,3.364
2,3.839
3,4.458
4,4.908
5,5.471
6,6.002
7,6.789
8,7.268
9,7.524
10,8.110
11,8.530
12,8.926
13,9.642
14,10.278
15,10.592
16,10.925
17,11.384
18,12.071
19,12.596
20,13.024
21,13.518
22,13.812
23,14.294
24,14.648
25,14.971
26,15.351
27,15.568
28,15.816
29,16.289
30,16.567
31,16.772
32,17.199
33,17.409
34,17.743
35,18.071
36,18.304
37,18.732
38,19.069
39,19.336
40,19.763
41,20.041
42,20.502
43,20.898
44,21.250
45,21.514
46,22.098
47,22.444
48,22.760
49,23.110
50,23.451
51,23.706
52,23.978
53,24.515
54,24.732
55,24.961
56,25.204
57,25.364
58,25.504
59,25.795
60,26.182
61,26.559
62,26.944
63,27.730
64,28.166
65,28.512
66,28.780
67,29.257
68,29.591
69,30.456
70,30.732
71,31.233
72,31.690
73,31.923
74,32.300
75,32.925
76,33.689
77,33.936
78,35.013
79,36.176
80,37.171
81,38.253
82,39.539
83,40.770
84,43.386
85,45.735
86,49.716
87,55.025
88,60.790
89,68.990
90,213.543
91,232.293
92,240.438
93,248.090
94,257.007
95,260.867
96,274.504
97,280.733
98,305.194
99,351.930
100,458.721
