Percentage served,Time in ms
0,3.472
1,4.159
2,4.391
3,4.911
4,5.646
5,5.910
6,6.527
7,6.951
8,7.317
9,7.900
10,8.677
11,9.112
12,9.705
13,9.997
14,10.674
15,11.089
16,11.436
17,12.125
18,12.494
19,13.236
20,13.603
21,13.824
22,14.046
23,14.474
24,15.110
25,15.634
26,16.144
27,16.642
28,16.880
29,17.233
30,17.918
31,18.346
32,19.005
33,19.279
34,19.631
35,19.830
36,20.123
37,20.686
38,20.967
39,21.395
40,21.892
41,22.231
42,22.805
43,23.305
44,23.581
45,23.881
46,24.111
47,24.672
48,24.844
49,25.265
50,25.726
51,26.216
52,26.485
53,27.040
54,27.387
55,27.635
56,28.104
57,28.672
58,29.064
59,29.382
60,29.977
61,30.613
62,30.945
63,31.192
64,31.727
65,32.100
66,32.400
67,32.914
68,33.515
69,34.043
70,34.566
71,35.164
72,35.536
73,36.150
74,37.038
75,37.888
76,38.588
77,39.474
78,39.881
79,41.062
80,41.855
81,42.724
82,43.534
83,45.719
84,46.842
85,48.792
86,51.973
87,55.004
88,59.902
89,70.636
90,229.013
91,254.957
92,265.109
93,270.768
94,280.634
95,285.931
96,292.758
97,305.894
98,315.956
99,342.406
100,429.463
