Percentage served,Time in ms
0,3.046
1,3.585
2,4.124
3,4.594
4,5.362
5,6.234
6,7.169
7,7.770
8,8.572
9,9.084
10,9.649
11,10.332
12,10.821
13,11.391
14,11.775
15,12.069
16,12.759
17,13.207
18,13.416
19,14.016
20,14.351
21,14.755
22,15.312
23,16.088
24,16.460
25,16.622
26,17.028
27,17.217
28,17.492
29,17.724
30,18.054
31,18.253
32,18.417
33,18.683
34,18.939
35,19.331
36,19.806
37,20.196
38,20.693
39,21.094
40,21.510
41,21.729
42,22.354
43,22.846
44,23.190
45,23.509
46,23.744
47,24.136
48,24.656
49,24.861
50,25.189
51,25.548
52,25.975
53,26.219
54,26.649
55,27.111
56,27.367
57,27.832
58,28.144
59,28.833
60,29.449
61,29.959
62,30.517
63,30.851
64,31.248
65,31.767
66,32.071
67,32.395
68,32.812
69,33.287
70,33.677
71,34.270
72,34.738
73,35.289
74,35.770
75,36.560
76,37.474
77,38.485
78,39.393
79,40.201
80,40.853
81,41.740
82,42.902
83,43.689
84,44.510
85,46.755
86,50.205
87,52.700
88,57.188
89,64.924
90,231.329
91,248.829
92,253.894
93,264.926
94,273.589
95,279.647
96,289.274
97,303.868
98,321.033
99,350.406
100,452.116
