Percentage served,Time in ms
0,2.976
1,3.397
2,3.739
3,4.041
4,4.344
5,5.129
6,5.825
7,6.308
8,7.067
9,7.799
10,8.252
11,8.766
12,9.152
13,9.700
14,10.240
15,10.558
16,10.897
17,11.230
18,11.461
19,11.870
20,12.288
21,12.938
22,13.417
23,13.884
24,14.217
25,14.435
26,14.826
27,15.336
28,15.810
29,16.270
30,16.614
31,16.992
32,17.763
33,18.044
34,18.307
35,18.719
36,19.251
37,19.765
38,20.167
39,20.379
40,20.683
41,21.002
42,21.261
43,21.456
44,21.778
45,22.088
46,22.543
47,22.757
48,23.286
49,23.596
50,23.843
51,24.236
52,24.600
53,24.950
54,25.579
55,25.770
56,26.108
57,26.712
58,27.076
59,27.474
60,28.109
61,28.614
62,29.063
63,29.343
64,29.569
65,29.919
66,30.454
67,30.844
68,31.669
69,32.184
70,32.554
71,33.122
72,33.775
73,34.351
74,34.861
75,35.913
76,36.711
77,37.429
78,38.307
79,39.712
80,40.508
81,41.057
82,42.395
83,43.899
84,46.617
85,50.333
86,54.441
87,60.460
88,65.600
89,71.556
90,226.850
91,252.399
92,260.850
93,268.285
94,275.732
95,281.511
96,290.762
97,296.495
98,322.902
99,370.848
100,466.922
