Percentage served,Time in ms
0,2.981
1,3.355
2,3.968
3,4.562
4,5.648
5,5.948
6,6.498
7,7.106
8,7.606
9,8.045
10,8.482
11,8.833
12,9.248
13,9.512
14,10.081
15,10.471
16,11.345
17,11.811
18,12.020
19,12.530
20,12.974
21,13.488
22,13.842
23,14.337
24,14.851
25,15.251
26,15.669
27,16.100
28,16.386
29,16.782
30,17.359
31,17.665
32,18.013
33,18.272
34,18.713
35,19.034
36,19.394
37,19.763
38,20.273
39,20.575
40,20.814
41,21.078
42,21.504
43,21.921
44,22.349
45,22.626
46,23.325
47,23.608
48,24.198
49,24.861
50,25.293
51,25.704
52,26.048
53,26.506
54,26.909
55,27.280
56,27.656
57,27.869
58,28.213
59,28.433
60,29.203
61,29.592
62,29.941
63,30.244
64,30.496
65,30.917
66,31.530
67,32.041
68,32.516
69,33.119
70,33.428
71,34.203
72,34.682
73,35.481
74,36.155
75,37.027
76,37.487
77,38.307
78,39.010
79,39.770
80,40.738
81,41.666
82,42.905
83,43.873
84,47.200
85,49.529
86,51.400
87,56.027
88,60.310
89,71.156
90,228.158
91,241.159
92,248.904
93,262.252
94,271.475
95,278.647
96,283.907
97,294.471
98,314.133
99,342.548
100,454.824
