Percentage served,Time in ms
0,3.339
1,3.781
2,4.175
3,4.631
4,5.268
5,5.713
6,6.180
7,6.544
8,7.053
9,7.418
10,7.714
11,8.189
12,8.815
13,9.578
14,10.174
15,10.689
16,11.210
17,11.919
18,12.277
19,12.649
20,12.980
21,13.366
22,13.608
23,13.893
24,14.321
25,14.809
26,15.024
27,15.552
28,15.813
29,16.127
30,16.621
31,17.041
32,17.474
33,18.006
34,18.321
35,18.632
36,19.121
37,19.404
38,19.822
39,20.438
40,20.751
41,21.338
42,21.627
43,21.932
44,22.561
45,22.862
46,23.409
47,23.758
48,24.098
49,24.483
50,24.685
51,25.132
52,25.402
53,25.736
54,26.062
55,26.262
56,26.617
57,26.939
58,27.325
59,27.655
60,27.931
61,28.308
62,28.697
63,29.198
64,30.062
65,30.487
66,30.834
67,31.231
68,31.765
69,32.550
70,32.765
71,33.310
72,33.996
73,34.316
74,34.939
75,35.528
76,35.927
77,36.669
78,37.880
79,39.116
80,40.084
81,41.057
82,42.113
83,43.537
84,44.559
85,45.725
86,47.960
87,52.511
88,58.323
89,67.153
90,221.485
91,238.890
92,249.519
93,256.478
94,266.316
95,277.647
96,288.751
97,299.799
98,320.313
99,331.538
100,440.278
