Percentage served,Time in ms
0,3.345
1,3.659
2,4.359
3,4.946
4,5.594
5,6.449
6,6.843
7,7.383
8,7.727
9,8.279
10,8.956
11,9.515
12,9.940
13,10.644
14,11.239
15,11.743
16,12.058
17,12.356
18,12.986
19,13.615
20,14.182
21,14.826
22,15.142
23,15.458
24,15.693
25,16.147
26,16.515
27,16.854
28,17.184
29,17.373
30,17.753
31,18.105
32,18.504
33,18.890
34,19.133
35,19.537
36,19.998
37,20.178
38,20.715
39,21.029
40,21.373
41,22.031
42,22.580
43,22.812
44,23.368
45,23.692
46,23.953
47,24.198
48,24.364
49,24.796
50,25.228
51,25.479
52,25.714
53,26.198
54,26.664
55,26.969
56,27.381
57,27.745
58,28.072
59,28.607
60,29.116
61,29.636
62,29.996
63,30.294
64,30.691
65,31.404
66,32.043
67,32.462
68,33.071
69,33.722
70,33.887
71,34.466
72,35.032
73,35.755
74,36.109
75,36.909
76,37.604
77,38.229
78,39.163
79,40.278
80,41.104
81,41.538
82,42.046
83,43.473
84,45.005
85,47.557
86,51.350
87,68.242
88,75.254
89,87.970
90,219.912
91,241.664
92,253.207
93,262.942
94,271.281
95,282.617
96,293.180
97,300.617
98,328.972
99,353.320
100,461.783
