Percentage served,Time in ms
0,3.025
1,3.878
2,4.177
3,4.576
4,5.441
5,6.263
6,6.645
7,7.501
8,8.198
9,8.933
10,9.169
11,9.818
12,10.466
13,10.855
14,11.243
15,11.565
16,12.177
17,12.455
18,12.925
19,13.370
20,13.680
21,14.006
22,14.456
23,15.195
24,15.544
25,15.920
26,16.331
27,16.704
28,17.255
29,17.633
30,17.993
31,18.499
32,18.856
33,19.348
34,19.635
35,20.081
36,20.500
37,20.781
38,21.134
39,21.511
40,21.873
41,22.419
42,22.760
43,23.106
44,23.516
45,23.800
46,24.081
47,24.525
48,24.830
49,25.207
50,25.494
51,25.902
52,26.271
53,26.692
54,27.119
55,27.601
56,28.001
57,28.480
58,28.673
59,29.117
60,29.447
61,30.237
62,30.986
63,31.647
64,32.010
65,32.575
66,33.340
67,33.831
68,34.285
69,34.652
70,34.924
71,35.741
72,36.207
73,36.876
74,37.393
75,37.935
76,38.296
77,39.097
78,39.740
79,40.626
80,41.691
81,42.355
82,43.195
83,44.234
84,46.169
85,47.228
86,49.225
87,52.724
88,60.329
89,71.173
90,238.054
91,247.867
92,259.456
93,267.404
94,278.454
95,285.839
96,291.521
97,302.936
98,320.572
99,346.353
100,439.347
