Percentage served,Time in ms
0,3.281
1,3.810
2,4.225
3,4.942
4,5.286
5,5.735
6,6.369
7,6.722
8,7.536
9,8.200
10,8.515
11,9.133
12,9.845
13,10.271
14,10.727
15,11.227
16,11.784
17,12.277
18,12.958
19,13.386
20,13.816
21,14.196
22,14.832
23,15.191
24,15.517
25,15.718
26,16.229
27,16.532
28,17.027
29,17.421
30,17.824
31,18.235
32,18.663
33,18.903
34,19.458
35,20.000
36,20.360
37,20.906
38,21.145
39,21.311
40,21.674
41,21.888
42,22.266
43,22.495
44,22.923
45,23.415
46,23.953
47,24.212
48,24.519
49,25.034
50,25.590
51,26.084
52,26.458
53,26.758
54,27.256
55,27.464
56,27.671
57,28.293
58,28.646
59,28.873
60,29.414
61,29.750
62,30.267
63,30.510
64,30.826
65,31.255
66,31.909
67,32.297
68,33.031
69,33.585
70,34.261
71,34.978
72,35.665
73,36.178
74,36.798
75,37.358
76,37.913
77,38.511
78,39.340
79,40.299
80,41.037
81,42.204
82,43.056
83,43.959
84,45.870
85,48.289
86,52.064
87,56.543
88,61.510
89,71.615
90,219.909
91,248.152
92,262.463
93,269.851
94,278.337
95,290.417
96,298.452
97,305.966
98,320.097
99,359.733
100,449.576
