Percentage served,Time in ms
0,3.119
1,4.774
2,5.244
3,5.610
4,5.903
5,6.206
6,6.519
7,6.978
8,7.349
9,7.860
10,8.608
11,9.180
12,10.095
13,11.574
14,12.444
15,13.129
16,13.804
17,14.229
18,14.473
19,14.710
20,15.307
21,15.691
22,16.538
23,17.293
24,17.938
25,19.140
26,20.253
27,20.943
28,21.364
29,21.788
30,22.175
31,22.789
32,23.260
33,23.651
34,24.186
35,25.545
36,26.401
37,27.425
38,28.195
39,29.221
40,29.888
41,30.254
42,30.600
43,31.528
44,32.544
45,33.436
46,34.687
47,35.367
48,36.562
49,37.663
50,38.267
51,38.878
52,39.564
53,40.504
54,41.087
55,41.838
56,42.889
57,43.258
58,43.784
59,44.916
60,46.263
61,47.867
62,49.312
63,50.201
64,50.994
65,52.339
66,53.461
67,54.706
68,55.462
69,57.395
70,58.442
71,59.499
72,60.662
73,63.150
74,64.900
75,67.240
76,69.299
77,71.576
78,73.759
79,75.686
80,80.054
81,82.797
82,85.715
83,89.326
84,92.489
85,97.699
86,103.050
87,109.565
88,121.052
89,134.350
90,355.346
91,382.594
92,397.363
93,416.447
94,423.718
95,430.208
96,440.070
97,456.257
98,472.884
99,499.166
100,740.529
