Percentage served,Time in ms
0,3.114
1,4.615
2,5.447
3,5.877
4,6.323
5,6.666
6,7.367
7,7.735
8,8.361
9,8.955
10,10.265
11,10.903
12,11.762
13,12.332
14,12.753
15,13.248
16,13.957
17,14.347
18,14.766
19,15.472
20,15.798
21,16.462
22,17.255
23,18.062
24,18.864
25,19.402
26,20.146
27,20.689
28,21.087
29,21.638
30,22.161
31,22.873
32,23.267
33,23.734
34,24.234
35,25.178
36,26.104
37,26.747
38,27.413
39,27.942
40,28.789
41,29.142
42,29.761
43,30.363
44,30.777
45,31.210
46,31.972
47,32.677
48,33.813
49,35.454
50,36.423
51,37.327
52,38.341
53,39.166
54,40.459
55,41.099
56,41.871
57,43.026
58,43.993
59,44.748
60,45.718
61,46.592
62,47.407
63,48.452
64,49.727
65,51.379
66,52.370
67,53.565
68,54.369
69,55.462
70,56.738
71,58.838
72,60.406
73,61.846
74,64.188
75,65.306
76,67.255
77,69.413
78,71.358
79,72.657
80,75.092
81,77.350
82,81.245
83,86.411
84,90.607
85,95.378
86,102.204
87,113.893
88,126.385
89,149.073
90,335.172
91,379.909
92,394.850
93,410.961
94,432.663
95,442.872
96,465.340
97,480.589
98,493.428
99,536.765
100,569.358
