Percentage served,Time in ms
0,3.103
1,4.913
2,5.343
3,5.935
4,6.216
5,6.573
6,7.180
7,7.582
8,7.904
9,8.411
10,8.792
11,9.628
12,10.874
13,11.954
14,12.436
15,13.076
16,13.582
17,13.846
18,14.517
19,15.088
20,15.471
21,15.871
22,16.525
23,17.317
24,18.070
25,19.003
26,19.730
27,20.481
28,20.965
29,21.505
30,22.061
31,22.311
32,22.918
33,23.644
34,23.938
35,24.818
36,25.659
37,26.568
38,27.426
39,28.550
40,29.922
41,30.544
42,31.455
43,32.102
44,32.612
45,33.747
46,34.515
47,35.156
48,35.738
49,36.502
50,37.213
51,37.876
52,38.874
53,39.848
54,40.641
55,41.376
56,42.004
57,42.774
58,44.283
59,44.734
60,45.515
61,46.597
62,47.262
63,48.597
64,49.141
65,50.443
66,51.262
67,52.613
68,53.925
69,56.058
70,57.487
71,59.094
72,60.279
73,61.340
74,64.636
75,66.419
76,67.702
77,69.621
78,72.017
79,74.825
80,78.126
81,80.265
82,83.322
83,86.603
84,89.927
85,94.348
86,101.287
87,104.261
88,114.858
89,130.076
90,339.665
91,378.826
92,401.973
93,412.188
94,429.118
95,445.409
96,459.894
97,475.141
98,487.424
99,520.450
100,625.353
