Percentage served,Time in ms
0,3.216
1,5.053
2,5.395
3,5.779
4,6.213
5,6.484
6,6.740
7,6.955
8,7.561
9,7.836
10,8.140
11,9.132
12,10.702
13,11.835
14,12.549
15,13.209
16,13.652
17,13.996
18,14.321
19,14.777
20,15.249
21,15.947
22,16.691
23,17.427
24,18.183
25,19.079
26,20.041
27,20.869
28,21.727
29,22.303
30,22.589
31,23.153
32,23.820
33,24.309
34,24.851
35,25.379
36,26.211
37,26.927
38,27.822
39,28.499
40,29.137
41,29.443
42,29.764
43,30.366
44,30.590
45,31.023
46,31.603
47,31.979
48,32.790
49,33.644
50,34.901
51,35.686
52,36.713
53,37.394
54,37.818
55,38.702
56,40.165
57,41.042
58,41.981
59,43.225
60,44.106
61,45.215
62,46.222
63,47.376
64,48.249
65,49.150
66,50.328
67,51.792
68,52.921
69,54.648
70,56.863
71,57.978
72,59.182
73,60.831
74,62.731
75,65.744
76,69.045
77,71.187
78,74.165
79,76.884
80,80.790
81,82.235
82,84.482
83,89.369
84,92.706
85,99.010
86,104.327
87,109.004
88,126.499
89,170.499
90,320.827
91,376.607
92,397.154
93,406.660
94,423.534
95,449.737
96,462.685
97,476.803
98,498.897
99,523.485
100,606.170
