Percentage served,Time in ms
0,3.301
1,4.965
2,5.734
3,6.135
4,6.390
5,6.876
6,7.355
7,7.774
8,8.269
9,8.725
10,9.516
11,11.870
12,12.841
13,13.332
14,13.740
15,14.120
16,14.444
17,14.748
18,15.052
19,15.440
20,15.704
21,16.250
22,16.722
23,17.470
24,18.884
25,19.995
26,20.659
27,21.353
28,21.967
29,22.498
30,22.853
31,23.181
32,23.722
33,24.390
34,24.706
35,25.091
36,25.914
37,26.493
38,27.066
39,27.442
40,28.331
41,29.351
42,29.945
43,30.375
44,30.852
45,31.515
46,32.569
47,33.656
48,35.486
49,36.613
50,37.167
51,38.017
52,38.747
53,39.354
54,40.156
55,41.076
56,41.793
57,43.129
58,44.417
59,45.445
60,46.294
61,47.748
62,48.582
63,48.974
64,49.679
65,51.035
66,52.349
67,53.410
68,54.425
69,55.839
70,57.468
71,60.849
72,62.213
73,63.955
74,65.465
75,67.080
76,69.136
77,70.774
78,72.697
79,74.220
80,77.814
81,79.868
82,83.157
83,87.536
84,91.931
85,97.750
86,102.250
87,113.988
88,127.713
89,153.382
90,352.533
91,384.025
92,411.771
93,428.807
94,438.548
95,451.255
96,472.053
97,489.268
98,511.712
99,545.262
100,622.751
