Percentage served,Time in ms
0,3.258
1,5.038
2,5.781
3,6.110
4,6.560
5,7.088
6,7.389
7,7.760
8,8.297
9,8.964
10,9.594
11,10.348
12,10.857
13,11.787
14,12.298
15,12.894
16,13.398
17,13.650
18,14.288
19,14.810
20,15.158
21,15.994
22,16.832
23,17.354
24,18.357
25,19.174
26,19.911
27,21.213
28,21.891
29,22.560
30,23.437
31,23.882
32,24.542
33,25.302
34,26.215
35,27.153
36,27.629
37,28.651
38,29.841
39,30.558
40,31.757
41,32.408
42,33.201
43,34.167
44,35.121
45,35.684
46,36.195
47,36.990
48,37.789
49,38.635
50,39.500
51,40.010
52,40.609
53,41.397
54,42.131
55,42.793
56,43.554
57,43.996
58,45.064
59,46.139
60,47.242
61,48.863
62,49.698
63,50.845
64,52.131
65,53.468
66,55.327
67,56.662
68,58.534
69,59.661
70,62.180
71,64.643
72,66.849
73,69.294
74,70.663
75,72.683
76,74.120
77,77.773
78,80.452
79,84.454
80,87.741
81,89.830
82,94.091
83,98.994
84,101.512
85,105.578
86,111.837
87,121.184
88,131.620
89,150.232
90,363.917
91,409.782
92,421.051
93,446.191
94,458.767
95,471.950
96,487.549
97,503.959
98,535.507
99,586.302
100,770.285
