Percentage served,Time in ms
0,3.679
1,4.826
2,5.353
3,5.831
4,6.182
5,6.482
6,6.841
7,7.548
8,7.840
9,8.384
10,8.723
11,9.243
12,10.775
13,11.694
14,12.443
15,13.069
16,13.894
17,14.328
18,14.625
19,15.142
20,15.795
21,16.033
22,16.434
23,17.159
24,17.756
25,18.619
26,19.601
27,20.283
28,21.098
29,21.773
30,22.145
31,22.514
32,23.004
33,23.385
34,24.054
35,24.669
36,25.613
37,27.163
38,27.657
39,28.814
40,29.426
41,30.121
42,30.797
43,31.284
44,31.941
45,32.719
46,33.397
47,34.197
48,35.043
49,36.322
50,37.250
51,38.381
52,39.174
53,40.015
54,40.748
55,41.548
56,42.569
57,43.621
58,44.842
59,45.552
60,46.299
61,47.179
62,48.481
63,49.638
64,51.034
65,52.439
66,53.797
67,54.713
68,56.116
69,57.553
70,59.039
71,59.891
72,61.767
73,63.517
74,64.687
75,66.758
76,70.528
77,71.671
78,73.084
79,75.462
80,77.595
81,81.253
82,84.875
83,89.301
84,95.642
85,99.770
86,108.551
87,114.048
88,135.341
89,154.101
90,349.108
91,387.052
92,412.128
93,429.647
94,441.187
95,450.725
96,472.814
97,486.513
98,506.887
99,551.245
100,639.949
