Percentage served,Time in ms
0,3.308
1,5.228
2,5.766
3,6.124
4,6.414
5,6.638
6,6.955
7,7.390
8,8.029
9,9.006
10,9.978
11,11.458
12,12.741
13,13.214
14,14.024
15,14.667
16,15.033
17,15.356
18,15.903
19,16.722
20,17.154
21,17.784
22,18.204
23,19.024
24,19.828
25,20.570
26,21.036
27,22.042
28,22.457
29,23.164
30,23.958
31,24.467
32,25.271
33,25.696
34,26.219
35,26.787
36,27.605
37,28.624
38,29.683
39,30.524
40,31.289
41,31.642
42,32.313
43,33.216
44,33.803
45,34.949
46,35.547
47,36.804
48,37.495
49,38.558
50,38.769
51,39.451
52,40.016
53,40.524
54,40.885
55,41.587
56,42.645
57,43.616
58,44.718
59,45.856
60,46.521
61,47.612
62,48.198
63,49.855
64,50.614
65,52.438
66,53.624
67,54.867
68,56.691
69,57.980
70,59.382
71,60.650
72,62.139
73,63.659
74,65.664
75,67.342
76,69.410
77,70.927
78,72.790
79,75.593
80,77.610
81,80.836
82,83.362
83,86.921
84,89.287
85,92.887
86,96.233
87,107.568
88,123.483
89,156.696
90,336.555
91,383.747
92,408.287
93,421.669
94,431.767
95,443.562
96,457.458
97,481.802
98,502.531
99,538.731
100,592.731
