Percentage served,Time in ms
0,3.326
1,5.431
2,5.971
3,6.797
4,7.199
5,7.853
6,8.480
7,8.936
8,9.202
9,9.804
10,10.748
11,11.777
12,12.718
13,13.644
14,14.076
15,14.503
16,14.796
17,15.391
18,15.852
19,16.258
20,16.747
21,17.332
22,17.630
23,18.015
24,19.209
25,19.731
26,20.211
27,20.813
28,21.812
29,22.385
30,22.980
31,23.663
32,24.373
33,24.966
34,25.491
35,26.205
36,26.793
37,27.628
38,28.281
39,29.210
40,30.243
41,30.613
42,31.333
43,32.175
44,32.849
45,33.498
46,34.138
47,35.611
48,36.504
49,37.162
50,38.034
51,38.656
52,39.274
53,40.393
54,41.183
55,41.785
56,42.847
57,44.110
58,44.868
59,45.537
60,46.672
61,47.808
62,48.905
63,49.988
64,51.344
65,53.059
66,54.568
67,55.752
68,57.021
69,59.023
70,60.552
71,61.814
72,63.873
73,65.220
74,68.556
75,69.759
76,71.186
77,73.813
78,77.861
79,80.774
80,85.179
81,87.586
82,91.117
83,96.047
84,99.809
85,106.237
86,111.685
87,118.680
88,133.370
89,170.295
90,319.553
91,392.621
92,424.917
93,444.173
94,457.493
95,477.105
96,485.342
97,496.363
98,511.768
99,544.493
100,631.219
