Percentage served,Time in ms
0,3.474
1,4.899
2,5.625
3,6.132
4,6.529
5,7.053
6,7.618
7,8.332
8,8.687
9,9.470
10,9.930
11,11.686
12,12.787
13,13.433
14,14.082
15,14.490
16,14.916
17,15.298
18,15.638
19,16.206
20,16.592
21,17.278
22,17.564
23,18.381
24,19.166
25,19.959
26,20.478
27,21.208
28,21.926
29,22.585
30,22.952
31,23.374
32,23.715
33,24.323
34,24.633
35,25.013
36,25.866
37,26.692
38,27.684
39,28.534
40,29.685
41,30.473
42,31.117
43,32.310
44,33.075
45,34.030
46,35.321
47,36.704
48,37.942
49,38.908
50,39.524
51,40.043
52,40.920
53,41.773
54,42.444
55,43.778
56,44.142
57,45.192
58,46.085
59,47.202
60,49.032
61,49.974
62,50.954
63,52.180
64,53.769
65,54.813
66,56.019
67,57.617
68,59.334
69,60.355
70,62.023
71,64.927
72,66.324
73,67.856
74,70.455
75,71.414
76,72.890
77,75.991
78,78.498
79,81.074
80,84.847
81,87.023
82,90.179
83,92.779
84,98.278
85,104.363
86,112.377
87,121.828
88,134.203
89,159.580
90,356.231
91,411.595
92,429.910
93,453.933
94,476.470
95,496.637
96,507.477
97,526.186
98,546.358
99,561.739
100,749.147
