Percentage served,Time in ms
0,3.353
1,4.756
2,5.603
3,5.920
4,6.366
5,6.742
6,7.159
7,7.803
8,8.127
9,9.097
10,10.773
11,11.908
12,12.809
13,13.243
14,13.884
15,14.310
16,14.791
17,15.130
18,15.483
19,16.009
20,16.315
21,16.820
22,17.544
23,19.216
24,19.917
25,21.059
26,21.971
27,22.547
28,23.100
29,23.771
30,24.422
31,24.929
32,25.651
33,26.328
34,27.519
35,28.823
36,29.265
37,30.056
38,30.688
39,31.334
40,31.839
41,32.557
42,33.157
43,33.680
44,34.681
45,35.522
46,36.052
47,36.729
48,37.458
49,38.099
50,38.692
51,39.635
52,40.583
53,41.380
54,41.835
55,43.024
56,43.758
57,44.363
58,45.618
59,46.953
60,47.360
61,48.310
62,49.567
63,50.533
64,51.082
65,52.326
66,53.133
67,53.638
68,55.095
69,56.397
70,57.528
71,58.785
72,60.193
73,62.186
74,63.307
75,65.859
76,67.803
77,69.594
78,71.783
79,74.911
80,76.631
81,78.373
82,82.310
83,84.925
84,90.108
85,93.315
86,103.710
87,110.423
88,121.864
89,178.090
90,357.037
91,394.753
92,421.267
93,433.423
94,445.297
95,455.236
96,463.473
97,481.910
98,506.849
99,539.290
100,675.873
