Percentage served,Time in ms
0,3.177
1,5.007
2,5.741
3,5.995
4,6.305
5,6.648
6,7.226
7,7.600
8,8.032
9,8.627
10,8.934
11,10.081
12,11.755
13,12.440
14,12.963
15,13.855
16,14.106
17,14.441
18,14.971
19,15.290
20,15.896
21,16.414
22,17.137
23,17.617
24,18.570
25,19.706
26,20.657
27,21.232
28,21.821
29,22.263
30,22.864
31,23.427
32,23.862
33,24.366
34,24.755
35,25.297
36,25.929
37,26.746
38,27.756
39,28.587
40,29.277
41,29.866
42,30.415
43,31.279
44,31.788
45,32.364
46,32.945
47,33.497
48,34.173
49,35.242
50,36.229
51,37.164
52,38.089
53,39.481
54,40.297
55,40.921
56,41.571
57,43.036
58,44.164
59,44.892
60,46.036
61,47.229
62,48.007
63,48.644
64,49.393
65,50.844
66,51.904
67,53.917
68,54.852
69,56.666
70,58.451
71,60.038
72,61.730
73,63.423
74,65.126
75,66.931
76,69.537
77,70.589
78,72.138
79,74.275
80,79.758
81,82.440
82,87.966
83,91.997
84,97.130
85,102.507
86,109.089
87,117.015
88,134.779
89,175.069
90,333.437
91,385.712
92,402.339
93,417.687
94,430.679
95,449.468
96,458.714
97,478.945
98,503.989
99,534.356
100,628.547
