Percentage served,Time in ms
0,2.744
1,4.008
2,4.441
3,5.066
4,5.327
5,5.678
6,6.128
7,7.460
8,8.502
9,9.582
10,10.103
11,10.510
12,10.842
13,11.259
14,11.562
15,12.028
16,12.416
17,13.172
18,13.696
19,14.476
20,15.071
21,15.478
22,15.778
23,16.175
24,16.767
25,17.094
26,17.324
27,17.657
28,18.082
29,18.515
30,18.898
31,19.532
32,19.859
33,20.352
34,20.915
35,21.305
36,21.639
37,21.892
38,22.230
39,22.828
40,23.187
41,23.603
42,23.953
43,24.363
44,25.001
45,25.428
46,26.123
47,26.627
48,27.313
49,27.983
50,28.498
51,28.868
52,29.239
53,29.783
54,30.396
55,30.727
56,31.299
57,32.417
58,33.113
59,33.779
60,34.265
61,34.845
62,35.174
63,35.693
64,36.513
65,37.671
66,38.550
67,39.375
68,40.019
69,41.309
70,42.502
71,43.703
72,44.957
73,46.349
74,47.605
75,48.456
76,49.161
77,49.896
78,51.466
79,53.247
80,55.744
81,57.035
82,58.224
83,59.489
84,61.169
85,64.978
86,68.794
87,74.514
88,81.294
89,104.225
90,267.732
91,291.224
92,301.699
93,310.734
94,318.147
95,328.167
96,343.251
97,352.588
98,373.699
99,399.365
100,502.232
