Percentage served,Time in ms
0,2.742
1,4.219
2,4.582
3,4.995
4,5.343
5,6.155
6,6.666
7,7.818
8,9.024
9,9.619
10,9.932
11,10.296
12,10.608
13,10.892
14,11.119
15,11.535
16,11.858
17,12.334
18,13.194
19,14.213
20,14.723
21,15.065
22,15.578
23,16.229
24,16.528
25,16.800
26,17.106
27,17.300
28,17.708
29,17.983
30,18.370
31,19.121
32,19.718
33,20.427
34,21.123
35,21.639
36,22.314
37,22.586
38,23.171
39,23.463
40,23.873
41,24.248
42,24.441
43,24.843
44,25.797
45,26.565
46,26.916
47,27.655
48,28.413
49,28.742
50,29.166
51,29.469
52,29.654
53,30.348
54,30.916
55,31.587
56,32.065
57,32.640
58,33.543
59,34.587
60,35.333
61,35.639
62,35.964
63,36.302
64,37.414
65,38.536
66,39.223
67,39.959
68,40.843
69,41.575
70,42.633
71,43.764
72,44.973
73,46.326
74,47.478
75,48.265
76,49.217
77,50.364
78,51.677
79,52.886
80,56.098
81,57.717
82,60.238
83,63.494
84,67.331
85,72.129
86,76.192
87,79.531
88,89.364
89,102.579
90,256.642
91,284.113
92,297.108
93,311.745
94,322.608
95,336.976
96,352.719
97,368.644
98,392.254
99,413.159
100,484.313
