Percentage served,Time in ms
0,2.501
1,4.123
2,4.452
3,4.814
4,5.103
5,5.542
6,5.902
7,6.617
8,7.665
9,8.408
10,8.752
11,9.679
12,10.022
13,10.335
14,10.543
15,10.861
16,11.095
17,11.265
18,11.671
19,12.187
20,12.560
21,13.043
22,13.671
23,14.264
24,14.988
25,15.620
26,15.937
27,16.262
28,16.704
29,17.021
30,17.412
31,17.905
32,18.881
33,19.822
34,20.564
35,20.949
36,21.484
37,21.843
38,22.195
39,22.641
40,22.899
41,23.294
42,23.540
43,24.062
44,24.520
45,25.142
46,25.779
47,26.393
48,26.893
49,27.588
50,28.364
51,28.790
52,29.042
53,29.558
54,30.025
55,30.694
56,31.504
57,32.386
58,32.728
59,33.572
60,34.017
61,34.467
62,35.456
63,36.287
64,37.561
65,38.540
66,39.205
67,40.119
68,40.640
69,41.599
70,42.616
71,43.164
72,44.515
73,45.778
74,46.464
75,47.892
76,48.634
77,49.291
78,51.371
79,52.849
80,54.733
81,55.867
82,57.545
83,60.475
84,63.458
85,66.603
86,72.080
87,77.127
88,86.632
89,105.063
90,264.345
91,287.838
92,297.884
93,305.697
94,310.834
95,317.084
96,325.563
97,335.982
98,354.742
99,384.489
100,445.159
