Percentage served,Time in ms
0,2.831
1,3.977
2,4.416
3,4.712
4,5.057
5,5.512
6,5.867
7,6.938
8,8.638
9,9.443
10,9.687
11,9.955
12,10.328
13,10.565
14,10.833
15,11.011
16,11.557
17,11.880
18,12.677
19,13.472
20,14.068
21,14.800
22,15.450
23,15.832
24,16.125
25,16.456
26,16.767
27,17.059
28,17.345
29,17.698
30,18.068
31,18.366
32,18.976
33,19.428
34,19.821
35,20.620
36,21.133
37,21.555
38,22.031
39,22.336
40,22.913
41,23.430
42,23.940
43,24.347
44,25.405
45,26.134
46,26.591
47,26.921
48,27.527
49,28.151
50,28.641
51,28.873
52,29.404
53,29.737
54,30.192
55,30.400
56,30.650
57,31.500
58,32.645
59,33.368
60,33.832
61,34.615
62,35.219
63,35.581
64,36.007
65,36.645
66,37.447
67,38.097
68,39.045
69,40.604
70,41.142
71,41.725
72,42.655
73,44.032
74,45.240
75,46.484
76,47.350
77,48.907
78,50.694
79,52.580
80,54.799
81,57.035
82,58.448
83,62.981
84,66.847
85,71.696
86,75.811
87,78.913
88,90.661
89,115.010
90,251.406
91,276.013
92,297.089
93,305.551
94,321.720
95,333.918
96,350.524
97,370.830
98,391.192
99,417.730
100,483.553
