Percentage served,Time in ms
0,2.621
1,4.110
2,4.439
3,4.691
4,5.029
5,5.334
6,5.586
7,6.087
8,6.512
9,7.508
10,9.269
11,9.634
12,9.991
13,10.380
14,10.742
15,11.047
16,11.357
17,11.624
18,11.997
19,12.695
20,13.150
21,13.876
22,14.559
23,15.500
24,15.835
25,16.061
26,16.425
27,16.700
28,17.076
29,17.313
30,17.922
31,18.334
32,18.862
33,19.275
34,19.940
35,20.411
36,21.382
37,21.781
38,22.093
39,22.251
40,22.852
41,23.404
42,23.821
43,24.369
44,25.153
45,25.741
46,26.244
47,27.133
48,27.687
49,28.299
50,28.482
51,28.856
52,29.177
53,29.640
54,30.135
55,30.701
56,31.453
57,32.470
58,32.959
59,33.341
60,34.054
61,34.679
62,35.326
63,36.121
64,36.906
65,38.001
66,38.925
67,39.730
68,40.906
69,41.859
70,43.856
71,44.768
72,45.695
73,47.461
74,48.206
75,49.852
76,51.644
77,52.217
78,54.191
79,56.541
80,58.247
81,60.272
82,63.910
83,65.499
84,67.715
85,71.079
86,74.816
87,79.745
88,83.559
89,106.401
90,273.144
91,285.802
92,299.767
93,314.122
94,322.273
95,333.023
96,339.865
97,349.609
98,375.399
99,389.809
100,494.157
