Percentage served,Time in ms
0,2.639
1,3.968
2,4.289
3,4.806
4,5.110
5,5.373
6,5.710
7,6.723
8,7.526
9,9.059
10,9.419
11,9.986
12,10.342
13,10.526
14,10.710
15,10.953
16,11.180
17,11.523
18,11.986
19,12.515
20,13.225
21,14.064
22,14.544
23,15.022
24,15.530
25,15.802
26,16.136
27,16.424
28,16.868
29,17.186
30,17.516
31,17.806
32,18.077
33,18.417
34,18.909
35,19.752
36,20.376
37,21.234
38,21.710
39,22.266
40,22.522
41,23.092
42,23.559
43,24.016
44,24.534
45,25.174
46,25.736
47,26.006
48,26.808
49,27.361
50,28.076
51,28.544
52,28.886
53,29.449
54,29.927
55,30.703
56,31.395
57,32.535
58,33.393
59,34.074
60,34.488
61,34.972
62,35.436
63,36.047
64,36.926
65,38.235
66,38.842
67,39.856
68,40.642
69,41.744
70,42.454
71,43.493
72,44.291
73,45.037
74,46.575
75,47.927
76,50.193
77,52.087
78,54.486
79,55.600
80,56.680
81,58.743
82,60.780
83,64.405
84,68.479
85,71.207
86,75.085
87,78.528
88,86.611
89,98.735
90,276.866
91,289.011
92,297.819
93,312.316
94,321.287
95,326.449
96,337.038
97,352.728
98,371.184
99,402.104
100,450.977
