Percentage served,Time in ms
0,2.600
1,3.815
2,4.163
3,4.640
4,4.967
5,5.407
6,5.849
7,6.954
8,7.626
9,8.805
10,9.301
11,9.887
12,10.213
13,10.528
14,10.792
15,11.090
16,11.350
17,11.573
18,11.979
19,12.520
20,13.096
21,13.757
22,14.229
23,15.196
24,15.630
25,15.983
26,16.230
27,16.508
28,16.721
29,17.090
30,17.375
31,17.765
32,18.364
33,18.848
34,19.408
35,19.778
36,20.450
37,21.288
38,21.875
39,22.290
40,22.717
41,22.950
42,23.397
43,23.909
44,24.582
45,25.300
46,25.535
47,25.849
48,26.742
49,27.313
50,27.837
51,28.360
52,28.899
53,29.747
54,30.386
55,30.983
56,31.574
57,32.107
58,32.390
59,33.226
60,33.668
61,34.268
62,34.917
63,35.618
64,36.200
65,37.209
66,38.088
67,38.968
68,39.990
69,40.716
70,41.897
71,42.880
72,44.043
73,45.596
74,46.523
75,47.505
76,48.452
77,50.188
78,52.170
79,53.207
80,54.977
81,57.144
82,60.400
83,62.417
84,64.612
85,68.006
86,71.929
87,77.168
88,84.720
89,100.923
90,246.613
91,286.359
92,298.845
93,304.110
94,311.938
95,317.484
96,324.353
97,336.455
98,349.637
99,380.304
100,473.147
